the	O
storm	O
They	O
decided	O
to	O
travel	O
in	O
a	O
group	O
,	O
believing	O
there	O
was	O
safety	B-IDIOM
in	I-IDIOM
numbers	I-IDIOM
My	O
grandfather	O
is	O
the	O
salt	B-IDIOM
of	I-IDIOM
the	I-IDIOM
earth	I-IDIOM
and	O
would	O
help	O
anyone	O
Fresh	O
milk	O
has	O
a	O
very	O
short	O
shelf	B-IDIOM
life	I-IDIOM
It	O
's	O
a	O
tough	O
market	O
;	O
new	O
businesses	O
have	O
to	O
sink	B-IDIOM
or	I-IDIOM
swim	I-IDIOM
The	O
abandoned	O
puppy	O
was	O
nothing	O
but	O
skin	B-IDIOM
and	I-IDIOM
bones	I-IDIOM
The	O
film	O
offers	O
a	O
fascinating	O
slice	B-IDIOM
of	I-IDIOM
life	I-IDIOM
in	O
rural	O
Japan	O
They	O
use	O
state	B-IDIOM
of	I-IDIOM
the	I-IDIOM
art	I-IDIOM
technology	O
in	O
their	O
products	O
I	O
can	O
't	O
go	O
out	O
tonight	O
,	O
I	O
'm	O
completely	O
strapped	B-IDIOM
for	I-IDIOM
cash	I-IDIOM
This	O
cold	O
drink	O
is	O
just	B-IDIOM
what	I-IDIOM
the	I-IDIOM
doctor	I-IDIOM
ordered	I-IDIOM
on	O
a	O
hot	O
day	O
He	O
was	O
arrested	O
for	O
living	O
off	O
his	O
ill	B-IDIOM
-gotten	I-IDIOM
gains	I-IDIOM
He	O
wandered	O
around	O
in	B-IDIOM
a	I-IDIOM
fog	I-IDIOM
for	O
days	O
after	O
the	O
accident	O
To	O
put	O
it	O
in	B-IDIOM
a	I-IDIOM
nutshell	I-IDIOM
,	O
the	O
project	O
was	O
a	O
disaster	O
The	O
old	O
car	O
is	O
in	B-IDIOM
bad	I-IDIOM
shape	I-IDIOM
and	O
needs	O
major	O
repairs	O
The	O
crime	O
was	O
committed	O
in	B-IDIOM
cold	I-IDIOM
blood	I-IDIOM
He	O
is	O
the	O
company	O
director	O
in	B-IDIOM
name	I-IDIOM
only	I-IDIOM
;	O
his	O
wife	O
makes	O
all	O
the	O
decisions	O
Don	O
't	O
worry	O
,	O
the	O
victory	O
is	O
in	B-IDIOM
the	I-IDIOM
bag	I-IDIOM
My	O
grandmother	O
is	O
ninety	O
but	O
is	O
still	O
in	B-IDIOM
the	I-IDIOM
best	I-IDIOM
of	I-IDIOM
health	I-IDIOM
It	O
all	O
happened	O
in	B-IDIOM
the	I-IDIOM
blink	I-IDIOM
of	I-IDIOM
an	I-IDIOM
eye	I-IDIOM
In	B-IDIOM
the	I-IDIOM
cold	I-IDIOM
light	I-IDIOM
of	I-IDIOM
day	I-IDIOM
,	O
I	O
realized	O
I	O
had	O
made	O
a	O
mistake	O
The	O
accused	O
man	O
stood	O
in	B-IDIOM
the	I-IDIOM
dock	I-IDIOM
awaiting	O
the	O
verdict	O
In	B-IDIOM
the	I-IDIOM
eyes	I-IDIOM
of	I-IDIOM
the	I-IDIOM
law	I-IDIOM
,	O
he	O
is	O
innocent	O
until	O
proven	O
guilty	O
She	O
confided	O
in	O
her	O
mother	O
that	O
she	O
was	O
in	B-IDIOM
the	I-IDIOM
family	I-IDIOM
way	I-IDIOM
The	O
ambulance	O
arrived	O
in	B-IDIOM
the	I-IDIOM
nick	I-IDIOM
of	I-IDIOM
time	I-IDIOM
He	O
has	O
been	O
in	B-IDIOM
the	I-IDIOM
pink	I-IDIOM
ever	O
since	O
he	O
retired	O
We	O
are	O
all	O
in	B-IDIOM
the	I-IDIOM
same	I-IDIOM
boat	I-IDIOM
with	O
these	O
budget	O
cuts	O
Several	O
new	O
regulations	O
were	O
introduced	O
in	B-IDIOM
the	I-IDIOM
wake	I-IDIOM
of	I-IDIOM
the	O
scandal	O
When	O
I	O
'm	O
writing	O
code	O
,	O
I	O
can	O
really	O
get	O
in	B-IDIOM
the	I-IDIOM
zone	I-IDIOM
After	O
two	O
years	O
in	O
the	O
same	O
job	O
,	O
she	O
started	O
to	O
get	O
itchy	B-IDIOM
feet	I-IDIOM
We	O
spent	O
our	O
holiday	O
under	B-IDIOM
canvas	I-IDIOM
in	O
the	O
national	O
park	O
The	O
new	O
bridge	O
is	O
still	O
under	B-IDIOM
construction	I-IDIOM
She	O
is	O
under	B-IDIOM
pressure	I-IDIOM
to	O
finish	O
the	O
project	O
by	O
Friday	O
We	O
visited	O
every	O
museum	O
under	B-IDIOM
the	I-IDIOM
sun	I-IDIOM
during	O
our	O
trip	O
He	O
was	O
making	O
illegal	O
payments	O
under	B-IDIOM
the	I-IDIOM
table	I-IDIOM
I	O
'm	O
feeling	O
a	O
bit	O
under	B-IDIOM
the	I-IDIOM
weather	I-IDIOM
today	O
He	O
submitted	O
his	O
application	O
just	O
under	B-IDIOM
the	I-IDIOM
wire	I-IDIOM
Our	O
travel	O
plans	O
are	O
still	O
up	B-IDIOM
in	I-IDIOM
the	I-IDIOM
air	I-IDIOM
You	O
're	O
tired	O
of	O
this	O
noise	O
?	O
That	B-IDIOM
makes	I-IDIOM
two	I-IDIOM
of	I-IDIOM
us	I-IDIOM
The	O
lawyer	O
followed	O
the	B-IDIOM
letter	I-IDIOM
of	I-IDIOM
the	I-IDIOM
law	I-IDIOM
precisely	O
The	O
real	O
decisions	O
are	O
made	O
by	O
the	B-IDIOM
men	I-IDIOM
in	I-IDIOM
grey	I-IDIOM
suits	I-IDIOM
The	O
judge	O
considered	O
the	B-IDIOM
spirit	I-IDIOM
of	I-IDIOM
the	I-IDIOM
law	I-IDIOM
when	O
making	O
her	O
decision	O
The	O
committee	O
gave	O
the	O
new	O
proposal	O
a	O
thumbs	B-IDIOM
down	I-IDIOM
My	O
boss	O
gave	O
me	O
the	O
thumbs	B-IDIOM
up	I-IDIOM
on	O
my	O
project	O
idea	O
They	O
say	O
that	O
time	B-IDIOM
flies	I-IDIOM
when	O
you	O
're	O
having	O
fun	O
In	O
the	O
business	O
world	O
,	O
time	B-IDIOM
is	I-IDIOM
money	I-IDIOM
She	O
has	O
complaining	O
down	B-IDIOM
to	I-IDIOM
a	I-IDIOM
fine	I-IDIOM
art	I-IDIOM
The	O
house	O
was	O
mortgaged	O
to	B-IDIOM
the	I-IDIOM
hilt	I-IDIOM
To	B-IDIOM
this	I-IDIOM
day	I-IDIOM
,	O
no	O
one	O
knows	O
what	O
happened	O
to	O
him	O
Sometimes	O
you	O
have	O
to	O
use	O
tough	B-IDIOM
love	I-IDIOM
with	O
your	O
children	O
He	O
can	O
't	O
afford	O
that	O
car	O
,	O
he	O
's	O
not	O
made	B-IDIOM
of	I-IDIOM
money	I-IDIOM
She	O
has	O
a	O
magic	B-IDIOM
touch	I-IDIOM
when	O
it	O
comes	O
to	O
gardening	O
There	O
is	O
no	O
magic	B-IDIOM
wand	I-IDIOM
to	O
solve	O
these	O
complex	O
problems	O
The	O
survey	O
aimed	O
to	O
understand	O
the	O
opinions	O
of	O
the	O
man	B-IDIOM
in	I-IDIOM
the	I-IDIOM
street	I-IDIOM
His	O
political	O
views	O
are	O
very	O
middle	B-IDIOM
of	I-IDIOM
the	I-IDIOM
road	I-IDIOM
Getting	O
paid	O
for	O
that	O
simple	O
task	O
was	O
money	B-IDIOM
for	I-IDIOM
old	I-IDIOM
rope	I-IDIOM
In	O
the	O
world	O
of	O
politics	O
,	O
money	B-IDIOM
talks	I-IDIOM
Our	O
new	O
product	O
launches	O
next	O
month	O
-	O
watch	B-IDIOM
this	I-IDIOM
space	I-IDIOM
The	O
thought	O
of	O
public	O
speaking	O
made	O
me	O
weak	B-IDIOM
at	I-IDIOM
the	I-IDIOM
knees	I-IDIOM
We	O
will	O
have	O
the	O
picnic	O
tomorrow	O
,	O
weather	B-IDIOM
permitting	I-IDIOM
She	O
turned	O
white	B-IDIOM
as	I-IDIOM
a	I-IDIOM
sheet	I-IDIOM
when	O
she	O
saw	O
the	O
ghost	O
The	O
candidate	O
presented	O
himself	O
as	O
whiter	O
than	B-IDIOM
white	I-IDIOM
,	I-IDIOM
but	O
he	O
had	O
secrets	O
Losing	O
my	O
job	O
was	O
terrible	O
,	O
but	O
every	B-IDIOM
cloud	I-IDIOM
has	I-IDIOM
a	I-IDIOM
silver	I-IDIOM
lining	I-IDIOM
My	O
grandmother	O
is	O
eighty	O
,	O
but	O
she	O
is	O
still	O
young	B-IDIOM
at	I-IDIOM
heart	I-IDIOM
You	O
sit	O
around	O
all	O
day	O
;	O
you	O
should	O
get	B-IDIOM
a	I-IDIOM
life	I-IDIOM
Great	O
shot	O
!	O
Give	B-IDIOM
me	I-IDIOM
five	I-IDIOM
God	B-IDIOM
forbid	I-IDIOM
anything	O
should	O
happen	O
to	O
them	O
God	B-IDIOM
knows	I-IDIOM
what	O
time	O
he	O
will	O
finally	O
arrive	O
The	O
1950s	O
are	O
often	O
considered	O
a	O
golden	B-IDIOM
age	I-IDIOM
for	O
American	O
cinema	O
We	O
finally	O
got	O
the	O
green	B-IDIOM
light	I-IDIOM
to	O
start	O
the	O
project	O
She	O
was	O
green	B-IDIOM
with	I-IDIOM
envy	I-IDIOM
when	O
she	O
saw	O
my	O
new	O
car	O
He	O
left	O
his	O
hometown	O
for	O
greener	B-IDIOM
pastures	I-IDIOM
in	O
the	O
city	O
I	O
just	O
need	O
to	O
pack	O
a	O
few	O
odds	B-IDIOM
and	I-IDIOM
ends	I-IDIOM
for	O
the	O
trip	O
We	O
found	O
a	O
wonderful	O
little	O
restaurant	O
off	B-IDIOM
the	I-IDIOM
beaten	I-IDIOM
track	I-IDIOM
He	O
started	O
his	O
business	O
on	B-IDIOM
a	I-IDIOM
shoestring	I-IDIOM
She	O
was	O
on	B-IDIOM
the	I-IDIOM
horns	I-IDIOM
of	I-IDIOM
a	I-IDIOM
dilemma	I-IDIOM
,	O
unable	O
to	O
decide	O
which	O
job	O
to	O
take	O
The	O
escaped	O
prisoner	O
has	O
been	O
on	B-IDIOM
the	I-IDIOM
run	I-IDIOM
for	O
three	O
days	O
My	O
sister	O
and	O
I	O
are	O
always	O
on	B-IDIOM
the	I-IDIOM
same	I-IDIOM
wavelength	I-IDIOM
A	O
new	O
peace	O
proposal	O
is	O
now	O
on	B-IDIOM
the	I-IDIOM
table	I-IDIOM
He	O
has	O
been	O
on	B-IDIOM
the	I-IDIOM
wagon	I-IDIOM
for	O
six	O
months	O
now	O
That	O
kind	O
of	O
opportunity	O
happens	O
once	B-IDIOM
in	I-IDIOM
a	I-IDIOM
blue	I-IDIOM
moon	I-IDIOM
The	O
news	O
of	O
her	O
promotion	O
came	O
completely	O
out	B-IDIOM
of	I-IDIOM
the	I-IDIOM
blue	I-IDIOM
He	O
's	O
a	O
bit	O
over	B-IDIOM
the	I-IDIOM
hill	I-IDIOM
to	O
be	O
playing	O
professional	O
football	O
The	O
company	O
used	O
a	B-IDIOM
carrot	I-IDIOM
and	I-IDIOM
stick	I-IDIOM
approach	O
to	O
motivate	O
employees	O
His	O
plans	O
to	O
become	O
a	O
millionaire	O
were	O
just	O
castles	B-IDIOM
in	I-IDIOM
the	I-IDIOM
air	I-IDIOM
The	O
journalist	O
was	O
caught	O
in	B-IDIOM
the	I-IDIOM
crossfire	I-IDIOM
between	I-IDIOM
the	O
two	O
warring	O
factions	O
Some	O
people	O
believe	O
that	O
charity	B-IDIOM
begins	I-IDIOM
at	I-IDIOM
home	I-IDIOM
His	O
critical	O
comments	O
about	O
my	O
town	O
hit	O
a	O
little	O
too	O
close	B-IDIOM
to	I-IDIOM
home	I-IDIOM
She	O
has	O
been	O
on	O
cloud	B-IDIOM
nine	I-IDIOM
since	I-IDIOM
she	O
got	O
the	O
job	O
We	O
will	O
finish	O
this	O
project	O
,	O
come	B-IDIOM
hell	I-IDIOM
or	I-IDIOM
high	I-IDIOM
water	I-IDIOM
I	O
'll	O
be	O
there	O
to	O
support	O
you	O
,	O
come	B-IDIOM
rain	I-IDIOM
or	I-IDIOM
shine	I-IDIOM
This	O
year's	O
graduates	O
are	O
the	O
cream	B-IDIOM
of	I-IDIOM
the	I-IDIOM
crop	I-IDIOM
I	O
know	O
you	O
want	O
to	O
know	O
,	O
but	O
curiosity	B-IDIOM
killed	I-IDIOM
the	I-IDIOM
cat	I-IDIOM
The	O
new	O
manager	O
is	O
a	O
breath	B-IDIOM
of	I-IDIOM
fresh	I-IDIOM
air	I-IDIOM
in	O
this	O
stuffy	O
office	O
The	O
doctor	O
gave	O
him	O
a	O
clean	B-IDIOM
bill	I-IDIOM
of	I-IDIOM
health	I-IDIOM
after	O
the	O
checkup	O
Retirement	O
gave	O
him	O
a	O
new	B-IDIOM
lease	I-IDIOM
of	I-IDIOM
life	I-IDIOM
At	O
that	O
low	O
price	O
,	O
the	O
car	O
was	O
a	B-IDIOM
steal	I-IDIOM
Switching	O
to	O
a	O
new	O
software	O
is	O
a	O
whole	B-IDIOM
new	I-IDIOM
ball	I-IDIOM
game	I-IDIOM
The	O
judge	O
was	O
known	O
to	O
be	O
completely	O
above	B-IDIOM
suspicion	I-IDIOM
He	O
thinks	O
his	O
wealth	O
means	O
he	O
is	O
above	B-IDIOM
the	I-IDIOM
law	I-IDIOM
His	O
pride	O
is	O
his	O
achilles	B-IDIOM
heel	I-IDIOM
The	O
insurance	O
company	O
claimed	O
the	O
earthquake	O
was	O
an	O
act	B-IDIOM
of	I-IDIOM
god	I-IDIOM
We	O
are	O
working	O
against	B-IDIOM
the	I-IDIOM
clock	I-IDIOM
to	O
meet	O
the	O
deadline	O
It	O
was	O
a	O
race	B-IDIOM
against	I-IDIOM
time	I-IDIOM
to	O
save	O
the	O
historic	O
building	O
Despite	O
the	O
accident	O
,	O
he	O
is	O
alive	B-IDIOM
and	I-IDIOM
kicking	I-IDIOM
I	O
love	O
swing	O
music	O
,	O
dancing	O
,	O
and	O
all	B-IDIOM
that	I-IDIOM
jazz	I-IDIOM
His	O
failure	O
made	O
me	O
want	O
to	O
succeed	O
all	B-IDIOM
the	I-IDIOM
more	I-IDIOM
The	O
plan	O
is	O
developing	O
along	B-IDIOM
the	I-IDIOM
lines	I-IDIOM
we	O
had	O
hoped	O
The	O
unprovoked	O
invasion	O
was	O
considered	O
an	B-IDIOM
act	I-IDIOM
of	I-IDIOM
war	I-IDIOM
A	O
new	O
car	O
like	O
that	O
would	O
cost	O
an	B-IDIOM
arm	I-IDIOM
and	I-IDIOM
a	I-IDIOM
leg	I-IDIOM
The	O
legal	O
system	O
is	O
based	O
on	O
an	O
eye	B-IDIOM
for	I-IDIOM
an	I-IDIOM
eye	I-IDIOM
The	O
rebels	O
were	O
armed	B-IDIOM
to	I-IDIOM
the	I-IDIOM
teeth	I-IDIOM
He	O
lost	O
all	O
his	O
money	O
and	O
is	O
now	O
as	B-IDIOM
poor	I-IDIOM
as	I-IDIOM
a	I-IDIOM
church	I-IDIOM
mouse	I-IDIOM
Help	O
is	O
at	B-IDIOM
hand	I-IDIOM
if	O
you	O
need	O
it	O
The	O
whole	O
office	O
was	O
at	B-IDIOM
sixes	I-IDIOM
and	I-IDIOM
sevens	I-IDIOM
after	O
the	O
merger	O
announcement	O
She	O
is	O
very	O
impulsive	O
and	O
will	O
leave	O
at	O
the	B-IDIOM
drop	I-IDIOM
of	I-IDIOM
a	I-IDIOM
hat	I-IDIOM
With	O
the	O
manager	O
on	O
vacation	O
,	O
I	O
am	O
at	B-IDIOM
the	I-IDIOM
wheel	I-IDIOM
My	O
grandparents	O
are	O
still	O
hale	B-IDIOM
and	I-IDIOM
hearty	I-IDIOM
in	O
their	O
eighties	O
He	O
fell	O
head	B-IDIOM
over	I-IDIOM
heels	I-IDIOM
for	O
her	O
the	O
moment	O
they	O
met	O
She	O
has	O
a	O
heart	B-IDIOM
of	I-IDIOM
gold	I-IDIOM
and	O
is	O
always	O
helping	O
others	O
How	B-IDIOM
come	I-IDIOM
you	O
are	O
so	O
late	O
today	O
He	O
is	O
a	O
jack	B-IDIOM
of	I-IDIOM
all	I-IDIOM
trades	I-IDIOM
but	O
a	O
master	O
of	O
none	O
I	O
'll	O
bring	O
an	O
umbrella	O
,	O
just	B-IDIOM
in	I-IDIOM
case	I-IDIOM
After	O
all	O
his	O
lies	O
,	O
he	O
finally	O
got	O
his	O
just	B-IDIOM
deserts	I-IDIOM
The	O
film	O
was	O
a	O
quirky	O
gender	B-IDIOM
bender	I-IDIOM
that	O
challenged	O
stereotypes	O
She	O
hit	O
the	O
glass	B-IDIOM
ceiling	I-IDIOM
in	O
her	O
career	O
and	O
couldn't	O
get	O
promoted	O
You	O
had	O
the	O
same	O
idea	O
as	O
me	O
,	O
great	B-IDIOM
minds	I-IDIOM
think	I-IDIOM
alike	I-IDIOM
I	O
had	O
a	O
gut	B-IDIOM
feeling	I-IDIOM
that	O
something	O
was	O
wrong	O
I	O
hate	O
the	O
hot	O
,	O
lazy	O
dog	B-IDIOM
days	I-IDIOM
of	O
August	O
She	O
was	O
tired	O
of	O
the	O
same	O
daily	B-IDIOM
grind	I-IDIOM
The	O
trial	O
focused	O
on	O
the	O
serious	O
charge	O
of	O
date	B-IDIOM
rape	I-IDIOM
They	O
say	O
he	O
is	O
a	O
dead	B-IDIOM
ringer	I-IDIOM
for	O
that	O
famous	O
actor	O
She	O
's	O
a	O
very	O
practical	O
and	O
down	B-IDIOM
to	I-IDIOM
earth	I-IDIOM
person	O
She	O
earned	O
a	O
little	O
pin	B-IDIOM
money	I-IDIOM
by	O
knitting	O
scarves	O
The	O
argument	O
is	O
not	O
about	O
the	O
cost	O
per	B-IDIOM
se	I-IDIOM
,	O
but	O
about	O
the	O
principle	O
She	O
is	O
a	O
talented	O
singer	O
with	O
perfect	B-IDIOM
pitch	I-IDIOM
His	O
dream	O
of	O
a	O
world	O
without	O
conflict	O
is	O
pie	B-IDIOM
in	I-IDIOM
the	I-IDIOM
sky	I-IDIOM
For	O
an	O
experienced	O
baker	O
,	O
this	O
recipe	O
is	O
a	O
piece	B-IDIOM
of	I-IDIOM
cake	I-IDIOM
He	O
'll	O
tidy	O
his	O
room	O
when	O
pigs	B-IDIOM
might	I-IDIOM
fly	I-IDIOM
You	O
'll	O
learn	O
the	O
violin	O
,	O
remember	O
that	O
practice	B-IDIOM
makes	I-IDIOM
perfect	I-IDIOM
I	O
know	O
it	O
's	O
hard	O
,	O
but	O
you	O
need	O
to	O
pull	B-IDIOM
yourself	I-IDIOM
together	I-IDIOM
Restoring	O
the	O
old	O
house	O
was	O
a	O
true	O
labour	B-IDIOM
of	I-IDIOM
love	I-IDIOM
He	O
found	O
out	O
later	O
in	O
life	O
that	O
he	O
was	O
a	O
love	B-IDIOM
child	I-IDIOM
Don	O
't	O
worry	O
about	O
the	O
mistake	O
,	O
just	O
live	B-IDIOM
and	I-IDIOM
learn	I-IDIOM
Last	B-IDIOM
but	I-IDIOM
not	I-IDIOM
least	I-IDIOM
,	O
I	O
'd	O
like	O
to	O
thank	O
my	O
family	O
Let	O
's	O
not	O
argue	O
about	O
the	O
past	O
and	O
instead	O
let	O
bygones	B-IDIOM
be	I-IDIOM
bygones	I-IDIOM
The	O
new	O
rules	O
aim	O
to	O
create	O
a	O
level	B-IDIOM
playing	I-IDIOM
field	I-IDIOM
for	O
all	O
companies	O
Changing	O
the	O
system	O
is	O
easier	B-IDIOM
said	I-IDIOM
than	I-IDIOM
done	I-IDIOM
Fixing	O
this	O
old	O
engine	O
will	O
require	O
a	O
lot	O
of	O
elbow	B-IDIOM
grease	I-IDIOM
